mechdef_roughneck_RGH-2A,Mech,1,1
mechdef_lament_LMT-3R,Mech,1,1
mechdef_champion_CHP-3N,Mech,1,1
mechdef_champion_CHP-C,Mech,1,1
mechdef_merlin_MLN-1D,Mech,1,1
mechdef_merlin_MLN-1E,Mech,1,1
mechdef_merlin_MLN-1P,Mech,1,1
mechdef_quickdraw_QKD-8K,Mech,1,1
mechdef_quickdraw_QKD-5K,Mech,1,1
mechdef_yeoman_YMN-10-OR,Mech,1,1
mechdef_kintaro_KTO-19,Mech,1,1
mechdef_kintaro_KTO-19b,Mech,1,1
mechdef_osprey_OSP-26,Mech,1,1
mechdef_centurion_CN9-D3D,Mech,1,1
mechdef_centurion_CN9-D,Mech,1,1
mechdef_enforcer_ENF-5D,Mech,1,1
mechdef_bombard_BMB-013,Mech,1,1
mechdef_bombard_BMB-01X,Mech,1,1
mechdef_bombard_BMB-01Y,Mech,1,1
mechdef_vindicator_VND-3L,Mech,1,1
mechdef_vindicator_VND-3Lr,Mech,1,1
mechdef_assassin_ASN-26,Mech,1,1
mechdef_assassin_ASN-27,Mech,1,1
mechdef_clint_CLNT-2-3U,Mech,1,1
mechdef_icarusii_ICR-2S,Mech,1,1
mechdef_strider_SR1-0B,Mech,1,1
mechdef_strider_SR1-0F,Mech,1,1
mechdef_blackjack_BJ-1XO,Mech,1,1
mechdef_owens_OW-1,Mech,1,1
mechdef_owens_OW-1B,Mech,1,1
mechdef_jennerrattlesnake_JR7-31,Mech,1,1
mechdef_toro_TR-B-9,Mech,1,1
mechdef_toro_TR-B-12,Mech,1,1
mechdef_spider_SDR-7K,Mech,1,1
mechdef_spider_SDR-9M,Mech,1,1
mechdef_locust_LCT-IIC-2,Mech,1,1
mechdef_hornet_HNT-161,Mech,1,1
mechdef_hornet_HNT-181,Mech,1,1
mechdef_locust_LCT-1Vb,Mech,1,1
mechdef_avatar_AV1-0G,Mech,1,1
mechdef_orion_ON2-K,Mech,1,1
mechdef_cataphract_CTF-4XE,Mech,1,1
mechdef_grandtitan_T-IT-N10M,Mech,1,1
mechdef_grandtitan_T-IT-N11M,Mech,1,1
mechdef_chimera_CMA-1S,Mech,1,1
mechdef_jinggau_JN-G8A,Mech,1,1
mechdef_jinggau_JN-G7L,Mech,1,1
mechdef_jinggau_JN-G7Lr,Mech,1,1
mechdef_jinggau_JN-G8Ar,Mech,1,1
mechdef_bombardier_BMB-12D,Mech,1,1
mechdef_bombardier_BMB-14C,Mech,1,1
mechdef_bombardier_BMB-14K,Mech,1,1
mechdef_atlas_AS7-D3,Mech,1,1
mechdef_atlas_AS7-D2,Mech,1,1
mechdef_battlemaster_BLR-3M,Mech,1,1
mechdef_battlemaster_BLR-C,Mech,1,1
mechdef_bigfoot_BFT-1G,Mech,1,1
mechdef_bigfoot_BFT-3M,Mech,1,1
mechdef_tomahawk_THK-6R,Mech,1,1
mechdef_tomahawk_THK-7M,Mech,1,1
mechdef_warhammer_WHM-7CS,Mech,1,1
mechdef_warhammer_WHM-C,Mech,1,1
mechdef_warhammer_WHM-C3,Mech,1,1
mechdef_daikyu_DAI-01,Mech,1,1
mechdef_daikyu_DAI-02,Mech,1,1
mechdef_vanquisher_VQR-2A,Mech,1,1
mechdef_vanquisher_VQR-2B,Mech,1,1
mechdef_vanquisher_VQR-7V,Mech,1,1
mechdef_wight_WGT-1LAW-SC,Mech,1,1
mechdef_wight_WGT-2SC,Mech,1,1
mechdef_wight_WGT-2LAW,Mech,1,1
mechdef_anvil_ANV-3M,Mech,1,1
mechdef_anvil_ANV-5M,Mech,1,1
mechdef_berserker_BRZ-A3,Mech,1,1
mechdef_berserker_BRZ-B3,Mech,1,1
mechdef_caesar_CES-3R,Mech,1,1
mechdef_caesar_CES-4R,Mech,1,1
mechdef_dragonfire_DGR-3F,Mech,1,1
mechdef_dragonfire_DGR-6FC,Mech,1,1
mechdef_dragonfire_DGR-9D,Mech,1,1
mechdef_enfield_END-6Q,Mech,1,1
mechdef_enfield_END-6J-EC,Mech,1,1
mechdef_gunslinger_GUN-1ERD,Mech,1,1
mechdef_gunslinger_GUN-3ERD,Mech,1,1
mechdef_helios_HEL-3D,Mech,1,1
mechdef_helios_HEL-4A,Mech,1,1
mechdef_sunder_SD1-O,Mech,1,1
mechdef_sunder_SD1-OA,Mech,1,1
mechdef_sunder_SD1-OFCCW,Mech,1,1
mechdef_viking_VKG-2F,Mech,1,1
mechdef_viking_VKG-2G,Mech,1,1
mechdef_penetrator_PTR-4D,Mech,1,1
mechdef_penetrator_PTR-4F,Mech,1,1
mechdef_rakshasa_MDG-1A,Mech,1,1
mechdef_rakshasa_MDG-1Ar,Mech,1,1
mechdef_rakshasa_MDG-2A,Mech,1,1
mechdef_salamander_PPR-5S,Mech,1,1
mechdef_salamander_PPR-6T,Mech,1,1
mechdef_thunder_THR-1L,Mech,1,1
mechdef_thunder_THR-2K,Mech,1,1
mechdef_thunder_THR-C4,Mech,1,1
mechdef_diomede_D-M3D-M,Mech,1,1
mechdef_doloire_DLR-O,Mech,1,1
mechdef_doloire_DLR-OB,Mech,1,1
mechdef_doloire_DLR-OE,Mech,1,1
mechdef_battleaxe_BKX-7K,Mech,1,1
mechdef_battleaxe_BKX-7NC,Mech,1,1
mechdef_bellerophon_BEL-1X,Mech,1,1
mechdef_hammerhands_HMH-3D,Mech,1,1
mechdef_hammerhands_HMH-4D,Mech,1,1
mechdef_hector_HOR-1B,Mech,1,1
mechdef_hector_HOR-1C,Mech,1,1
mechdef_kyudo_KY2-D-02,Mech,1,1
mechdef_kyudo_KY2-D-03,Mech,1,1
mechdef_rampage_RMP-5G,Mech,1,1
mechdef_rampage_RMP-4G,Mech,1,1
mechdef_shogun_SHG-2F,Mech,1,1
mechdef_shogun_SHG-2H,Mech,1,1
mechdef_shogun_SHG-C,Mech,1,1
mechdef_striker_STC-2C,Mech,1,1
mechdef_striker_STC-2D,Mech,1,1
mechdef_striker_STC-2S,Mech,1,1
mechdef_swordsman_SWD-2,Mech,1,1
mechdef_chameleon_CLN-7V,Mech,1,1
mechdef_chameleon_CLN-7W,Mech,1,1
mechdef_chameleon_CLN-7Z,Mech,1,1
mechdef_chameleon_CLN-8V,Mech,1,1
mechdef_shayu_SYU-2B,Mech,1,1
mechdef_shayu_SYU-6B,Mech,1,1
mechdef_exterminator_EXT-4D,Mech,1,1
mechdef_exterminator_EXT-4C,Mech,1,1
mechdef_firefly_FFL-3A,Mech,1,1
mechdef_firefly_FFL-3SLE,Mech,1,1
mechdef_firefly_FFL-C,Mech,1,1
mechdef_lancelot_LNC25-01,Mech,1,1
mechdef_lancelot_LNC25-01-X,Mech,1,1
mechdef_nighthawk_NTK-2Q,Mech,1,1
mechdef_pillager_PLG-1N,Mech,1,1
mechdef_pillager_PLG-3Z,Mech,1,1
mechdef_sentinel_STN-3L,Mech,1,1
mechdef_sentinel_STN-3Lb,Mech,1,1
