mechdef_merlin_MLN-1D,Mech,1,1
mechdef_merlin_MLN-1E,Mech,1,1
mechdef_merlin_MLN-1P,Mech,1,1
mechdef_quickdraw_QKD-8K,Mech,1,1
mechdef_yeoman_YMN-10-OR,Mech,1,1
mechdef_osprey_OSP-26,Mech,1,1
mechdef_centurion_CN9-D3D,Mech,1,1
mechdef_vindicator_VND-3L,Mech,1,1
mechdef_vindicator_VND-3Lr,Mech,1,1
mechdef_assassin_ASN-26,Mech,1,1
mechdef_assassin_ASN-27,Mech,1,1
mechdef_grandtitan_T-IT-N10M,Mech,1,1
mechdef_grandtitan_T-IT-N11M,Mech,1,1
mechdef_chimera_CMA-1S,Mech,1,1
mechdef_jinggau_JN-G8A,Mech,1,1
mechdef_jinggau_JN-G7L,Mech,1,1
mechdef_bombardier_BMB-12D,Mech,1,1
mechdef_bombardier_BMB-14C,Mech,1,1
mechdef_bombardier_BMB-14K,Mech,1,1
mechdef_atlas_AS7-D3,Mech,1,1
mechdef_atlas_AS7-D2,Mech,1,1
mechdef_battlemaster_BLR-3M,Mech,1,1
mechdef_battlemaster_BLR-C,Mech,1,1
mechdef_bigfoot_BFT-1G,Mech,1,1
mechdef_bigfoot_BFT-3M,Mech,1,1
mechdef_tomahawk_THK-6R,Mech,1,1
mechdef_tomahawk_THK-7M,Mech,1,1
mechdef_daikyu_DAI-01,Mech,1,1
mechdef_daikyu_DAI-02,Mech,1,1
mechdef_vanquisher_VQR-2A,Mech,1,1
mechdef_vanquisher_VQR-2B,Mech,1,1
mechdef_vanquisher_VQR-7V,Mech,1,1
mechdef_wight_WGT-1LAW-SC,Mech,1,1
mechdef_wight_WGT-2SC,Mech,1,1
mechdef_wight_WGT-2LAW,Mech,1,1
mechdef_anvil_ANV-3M,Mech,1,1
mechdef_anvil_ANV-5M,Mech,1,1
mechdef_berserker_BRZ-A3,Mech,1,1
mechdef_berserker_BRZ-B3,Mech,1,1
mechdef_caesar_CES-3R,Mech,1,1
mechdef_caesar_CES-4R,Mech,1,1
mechdef_dragonfire_DGR-3F,Mech,1,1
mechdef_dragonfire_DGR-9D,Mech,1,1
mechdef_enfield_END-6Q,Mech,1,1
mechdef_enfield_END-6J-EC,Mech,1,1
mechdef_gunslinger_GUN-1ERD,Mech,1,1
mechdef_gunslinger_GUN-3ERD,Mech,1,1
mechdef_helios_HEL-3D,Mech,1,1
mechdef_helios_HEL-4A,Mech,1,1
mechdef_sunder_SD1-O,Mech,1,1
mechdef_sunder_SD1-OA,Mech,1,1
mechdef_sunder_SD1-OFCCW,Mech,1,1
mechdef_viking_VKG-2F,Mech,1,1
mechdef_viking_VKG-2G,Mech,1,1
mechdef_penetrator_PTR-4D,Mech,1,1
mechdef_penetrator_PTR-4F,Mech,1,1
mechdef_rakshasa_MDG-1A,Mech,1,1
mechdef_rakshasa_MDG-1Ar,Mech,1,1
mechdef_rakshasa_MDG-2A,Mech,1,1
mechdef_salamander_PPR-5S,Mech,1,1
mechdef_salamander_PPR-6T,Mech,1,1
mechdef_thunder_THR-1L,Mech,1,1
mechdef_thunder_THR-2K,Mech,1,1
mechdef_thunder_THR-C4,Mech,1,1
mechdef_diomede_D-M3D-M,Mech,1,1
mechdef_doloire_DLR-O,Mech,1,1
mechdef_doloire_DLR-OB,Mech,1,1
mechdef_doloire_DLR-OE,Mech,1,1
mechdef_battleaxe_BKX-7K,Mech,1,1
mechdef_battleaxe_BKX-7NC,Mech,1,1
mechdef_battleaxe_BKX-7NC,Mech,1,1
mechdef_bellerophon_BKX-7NC,Mech,1,1
mechdef_hammerhands_HMH-3D,Mech,1,1
mechdef_hammerhands_HMH-3D,Mech,1,1
mechdef_hector_HOR-1B,Mech,1,1
mechdef_kyudo_KY2-D-02,Mech,1,1
mechdef_kyudo_KY2-D-03,Mech,1,1
mechdef_rampage_RMP-5G,Mech,1,1
mechdef_rampage_RMP-5G,Mech,1,1
mechdef_shogun_SHG-2F,Mech,1,1
mechdef_shogun_SHG-2F,Mech,1,1
mechdef_shogun_SHG-C,Mech,1,1
mechdef_striker_STC-2C,Mech,1,1
mechdef_striker_STC-2D,Mech,1,1
mechdef_swordsman_STC-2D,Mech,1,1
mechdef_chameleon_CLN-7V,Mech,1,1
mechdef_chameleon_CLN-7W,Mech,1,1
mechdef_chameleon_CLN-7Z,Mech,1,1
mechdef_chameleon_CLN-8V,Mech,1,1
mechdef_shayu_SYU-2B,Mech,1,1
mechdef_shayu_SYU-2B,Mech,1,1
mechdef_exterminator_EXT-4D,Mech,1,1
mechdef_exterminator_EXT-4C,Mech,1,1
mechdef_firefly_FFL-3A,Mech,1,1
mechdef_firefly_FFL-3SLE,Mech,1,1
mechdef_lancelot_LNC25-01,Mech,1,1
mechdef_lancelot_LNC25-01X,Mech,1,1
